Animus of Predation,conspiracy
Adriana's Valor,conspiracy
Arcane Savant,conspiracy
Archdemon of Paliano,conspiracy
Assemble the Rank and Vile,conspiracy
Caller of the Untamed,conspiracy
Custodi Peacekeeper,conspiracy
Echoing Boon,conspiracy
Emissary's Ploy,conspiracy
Garbage Fire,conspiracy
Hired Heist,conspiracy
Hold the Perimeter,conspiracy
Hymn of the Wilds,conspiracy
Illusionary Informant,conspiracy
Incendiary Dissent,conspiracy
Leovold's Operative,conspiracy
Natural Unity,conspiracy
Noble Banneret,conspiracy
Paliano Vanguard,conspiracy
Pyretic Hunter,conspiracy
Regicide,conspiracy
Smuggler Captain,conspiracy
Sovereign's Realm,conspiracy
Spire Phantasm,conspiracy
Summoner's Bond,conspiracy
Volatile Chimera,conspiracy
Weight Advantage,conspiracy
AEther Searcher,conspiracy
Agent of Acquisitions,conspiracy
Canal Dredger,conspiracy
Cogwork Grinder,conspiracy
Cogwork Librarian,conspiracy
Cogwork Spy,conspiracy
Cogwork Tracker,conspiracy
Deal Broker,conspiracy
Lore Seeker,conspiracy
Lurking Automaton,conspiracy
"Paliano, the High City",conspiracy
Whispergear Sneak,conspiracy
Advantageous Proclamation,conspiracy
Backup Plan,conspiracy
Brago's Favor,conspiracy
Double Stroke,conspiracy
Immediate Action,conspiracy
Iterative Analysis,conspiracy
Muzzio's Preparations,conspiracy
Power Play,conspiracy
Secret Summoning,conspiracy
Secrets of Paradise,conspiracy
Sentinel Dispatch,conspiracy
Unexpected Potential,conspiracy
Worldknit,conspiracy
Ancient Tomb,expedition
Arid Mesa,expedition
Blood Crypt,expedition
Bloodstained Mire,expedition
Breeding Pool,expedition
Canopy Vista,expedition
Cascade Bluffs,expedition
Cinder Glade,expedition
Dust Bowl,expedition
Eye of Ugin,expedition
Fetid Heath,expedition
Fire-Lit Thicket,expedition
Flooded Grove,expedition
Flooded Strand,expedition
Forbidden Orchard,expedition
Godless Shrine,expedition
Graven Cairn,expedition
Graven Cairns,expedition
Hallowed Fountain,expedition
Horizon Canopy,expedition
Kor Haven,expedition
Mana Confluence,expedition
Marsh Flats,expedition
Misty Rainforest,expedition
Mystic Gate,expedition
Overgrown Tomb,expedition
Polluted Delta,expedition
Prairie Stream,expedition
Rugged Prairie,expedition
Sacred Foundry,expedition
Scalding Tarn,expedition
Smoldering Marsh,expedition
Steam Vents,expedition
Stomping Ground,expedition
Strip Mine,expedition
Sunken Hollow,expedition
Sunken Ruins,expedition
Tectonic Edge,expedition
Temple Garden,expedition
Twilight Mire,expedition
Verdant Catacombs,expedition
Wasteland,expedition
Watery Grave,expedition
Windswept Heath,expedition
Wooded Bastion,expedition
Wooded Foothills,expedition
Forest,fullartbasicland
Island,fullartbasicland
Mountain,fullartbasicland
Plains,fullartbasicland
Swamp,fullartbasicland
Wastes,fullartbasicland
Alive,fuse-left
Armed,fuse-left
Beck,fuse-left
Breaking,fuse-left
Catch,fuse-left
Down,fuse-left
Far,fuse-left
Flesh,fuse-left
Give,fuse-left
Profit,fuse-left
Protect,fuse-left
Ready,fuse-left
Toil,fuse-left
Turn,fuse-left
Wear,fuse-left
Away,fuse-right
Blood,fuse-right
Burn,fuse-right
Call,fuse-right
Dangerous,fuse-right
Dirty,fuse-right
Entering,fuse-right
Loss,fuse-right
Release,fuse-right
Serve,fuse-right
Take,fuse-right
Tear,fuse-right
Trouble,fuse-right
Well,fuse-right
Willing,fuse-right
The Avenger,hero
The Champion,hero
The Destined,hero
The Explorer,hero
The General,hero
The Harvester,hero
The Hunter,hero
The Philosopher,hero
The Protector,hero
The Provider,hero
The Savant,hero
The Slayer,hero
The Tyrant,hero
The Vanquisher,hero
The Warmonger,hero
The Warrior,hero
Axe of the Warmonger,heroartifact
Bow of the Hunter,heroartifact
Cloak of the Philosopher,heroartifact
Lash of the Tyrant,heroartifact
Spear of the General,heroartifact
Anguished Unmaking,mgdpromo
Black Sun's Zenith,mgdpromo
Chief Engineer,mgdpromo
Conclave Naturalists,mgdpromo
Cryptborn Horror,mgdpromo
Deathless Angel,mgdpromo
Dictate of Kruphix,mgdpromo
Diregraf Ghoul,mgdpromo
Dryad Militant,mgdpromo
Dungrove Elder,mgdpromo
Elite Inquisitor,mgdpromo
Elvish Mystic,mgdpromo
Emeria Angel,mgdpromo
Firemane Avenger,mgdpromo
Goblin Diplomats,mgdpromo
Hada Freeblade,mgdpromo
Heir of the Wilds,mgdpromo
Heron's Grace Champion,mgdpromo
Hive Stirrings,mgdpromo
Incorrigible Youths,mgdpromo
Kalastria Highborn,mgdpromo
Killing Wave,mgdpromo
Kiora's Follower,mgdpromo
Languish,mgdpromo
Latch Seeker,mgdpromo
Liliana's Specter,mgdpromo
Magmaquake,mgdpromo
Mardu Shadowspear,mgdpromo
"Melek, Izzet Paragon",mgdpromo
Memnite,mgdpromo
Mitotic Slime,mgdpromo
Mwonvuli Beast Tracker,mgdpromo
Mycoid Shepherd,mgdpromo
Myr Superion,mgdpromo
Nighthowler,mgdpromo
Nissa's Chosen,mgdpromo
Pain Seer,mgdpromo
Phalanx Leader,mgdpromo
Priest of Urabrask,mgdpromo
Radiant Flames,mgdpromo
Reclamation Sage,mgdpromo
Scaleguard Sentinels,mgdpromo
Squelching Leeches,mgdpromo
Staggershock,mgdpromo
Stasis Snare,mgdpromo
Stormblood Berserker,mgdpromo
Strangleroot Geist,mgdpromo
Supplant Form,mgdpromo
Suture Priest,mgdpromo
Tempered Steel,mgdpromo
Thunderbreak Regent,mgdpromo
Treasure Mage,mgdpromo
Trostani's Summoner,mgdpromo
Unsubstantiate,mgdpromo
Utter End,mgdpromo
Zameck Guildmage,mgdpromo
Zombie Apocalypse,mgdpromo
Banishing Stroke,miracle
Blessings of Nature,miracle
Bonfire of the Damned,miracle
Devastation Tide,miracle
Entreat the Angels,miracle
Reforge the Soul,miracle
Revenge of the Hunted,miracle
Temporal Mastery,miracle
Terminus,miracle
Thunderous Wrath,miracle
Vanishment,miracle
Aegis of the Gods,nyxstars
Agent of Erebos,nyxstars
Archetype of Aggression,nyxstars
Archetype of Courage,nyxstars
Archetype of Endurance,nyxstars
Archetype of Finality,nyxstars
Archetype of Imagination,nyxstars
"Athreos, God of Passage",nyxstars
Baleful Eidolon,nyxstars
Bident of Thassa,nyxstars
Boon Satyr,nyxstars
Bow of Nylea,nyxstars
Brain Maggot,nyxstars
Cavern Lampad,nyxstars
Celestial Archon,nyxstars
Chromanticore,nyxstars
Courser of Kruphix,nyxstars
Crystalline Nautilus,nyxstars
Cyclops of Eternal Fury,nyxstars
Doomwake Giant,nyxstars
Dreadbringer Lampads,nyxstars
Eidolon of Blossoms,nyxstars
Eidolon of Countless Battles,nyxstars
Eidolon of Rhetoric,nyxstars
Eidolon of the Great Revel,nyxstars
"Ephara, God of the Polis",nyxstars
"Erebos, God of the Dead",nyxstars
Erebos's Emissary,nyxstars
Everflame Eidolon,nyxstars
Fate Unraveler,nyxstars
Flitterstep Eidolon,nyxstars
Forgeborn Oreads,nyxstars
Ghostblade Eidolon,nyxstars
Gnarled Scarhide,nyxstars
Goldenhide Ox,nyxstars
Grim Guardian,nyxstars
Hammer of Purphoros,nyxstars
Harvestguard Alseids,nyxstars
"Heliod, God of the Sun",nyxstars
Heliod's Emissary,nyxstars
Herald of Torment,nyxstars
Hopeful Eidolon,nyxstars
Humbler of Mortals,nyxstars
Hypnotic Siren,nyxstars
"Iroas, God of Victory",nyxstars
"Karametra, God of Harvests",nyxstars
"Keranos, God of Storms",nyxstars
"Kruphix, God of Horizons",nyxstars
Leafcrown Dryad,nyxstars
Master of the Feast,nyxstars
"Mogis, God of Slaughter",nyxstars
Mogis's Warhound,nyxstars
Nighthowler,nyxstars
Nimbus Naiad,nyxstars
Noble Quarry,nyxstars
"Nylea, God of the Hunt",nyxstars
Nylea's Emissary,nyxstars
Nyx Weaver,nyxstars
Nyxborn Eidolon,nyxstars
Nyxborn Rollicker,nyxstars
Nyxborn Shieldmate,nyxstars
Nyxborn Triton,nyxstars
Nyxborn Wolf,nyxstars
Nyx-Fleece Ram,nyxstars
Oakheart Dryads,nyxstars
Observant Alseid,nyxstars
Perplexing Chimera,nyxstars
"Pharika, God of Affliction",nyxstars
"Phenax, God of Deception",nyxstars
"Purphoros, God of the Forge",nyxstars
Purphoros's Emissary,nyxstars
Riptide Chimera,nyxstars
Satyr Firedancer,nyxstars
Sightless Brawler,nyxstars
Spear of Heliod,nyxstars
Spearpoint Oread,nyxstars
Spirespine,nyxstars
Spirit of the Labyrinth,nyxstars
Spiteful Returned,nyxstars
"Thassa, God of the Sea",nyxstars
Thassa's Devourer,nyxstars
Thassa's Emissary,nyxstars
Thoughtrender Lamia,nyxstars
Underworld Coinsmith,nyxstars
Whip of Erebos,nyxstars
Whitewater Naiads,nyxstars
"Xenagos, God of Revels",nyxstars
Blood Knight,timeshifted
Bog Serpent,timeshifted
Brute Force,timeshifted
Calciderm,timeshifted
Damnation,timeshifted
Dunerider Outlaw,timeshifted
Essence Warden,timeshifted
Fa'adiyah Seer,timeshifted
Frozen Aether,timeshifted
Gaea's Anthem,timeshifted
Gossamer Phantasm,timeshifted
Groundbreaker,timeshifted
Harmonize,timeshifted
Healing Leaves,timeshifted
Hedge Troll,timeshifted
Keen Sense,timeshifted
Kor Dirge,timeshifted
Malach of the Dawn,timeshifted
Mana Tithe,timeshifted
Melancholy,timeshifted
Merfolk Thaumaturgist,timeshifted
Mesa Enchantress,timeshifted
Molten Firebird,timeshifted
Mycologist,timeshifted
Null Profusion,timeshifted
Ovinize,timeshifted
Piracy Charm,timeshifted
Porphyry Nodes,timeshifted
Primal Plasma,timeshifted
Prodigal Pyromancer,timeshifted
Pyrohemia,timeshifted
Rathi Trapper,timeshifted
Reckless Wurm,timeshifted
Revered Dead,timeshifted
Riptide Pilferer,timeshifted
Seal of Primordium,timeshifted
Serendib Sorcerer,timeshifted
Serra Sphinx,timeshifted
Shivan Wumpus,timeshifted
Shrouded Lore,timeshifted
Simian Spirit Guide,timeshifted
Sinew Sliver,timeshifted
Skirk Shaman,timeshifted
Sunlance,timeshifted
Vampiric Link,timeshifted
Aether Vial,masterpiece
Cataclysmic Gearhulk,masterpiece
Champion's Helm,masterpiece
Chromatic Lantern,masterpiece
Chrome Mox,masterpiece
Cloudstone Curio,masterpiece
Combustible Gearhulk,masterpiece
Crucible of Worlds,masterpiece
Gauntlet of Power,masterpiece
Hangarback Walker,masterpiece
Lightning Greaves,masterpiece
Lotus Petal,masterpiece
Mana Crypt,masterpiece
Mana Vault,masterpiece
Mind's Eye,masterpiece
Mox Opal,masterpiece
Noxious Gearhulk,masterpiece
Painter's Servant,masterpiece
Rings of Brighthearth,masterpiece
Scroll Rack,masterpiece
Sculpting Steel,masterpiece
Sol Ring,masterpiece
Solemn Simulacrum,masterpiece
Static Orb,masterpiece
Steel Overseer,masterpiece
Sword of Feast and Famine,masterpiece
Sword of Fire and Ice,masterpiece
Sword of Light and Shadow,masterpiece
Torrential Gearhulk,masterpiece
Verdurous Gearhulk,masterpiece
Arcbound Ravager,masterpiece
Black Vise,masterpiece
Chalice of the Void,masterpiece
Defense Grid,masterpiece
Duplicant,masterpiece
Engineered Explosives,masterpiece
Ensnaring Bridge,masterpiece
Extraplanar Lens,masterpiece
Grindstone,masterpiece
Meekstone,masterpiece
Oblivion Stone,masterpiece
Ornithopter,masterpiece
Pithing Needle,masterpiece
Platinum Angel,masterpiece
Sphere of Resistance,masterpiece
Staff of Domination,masterpiece
Sundering Titan,masterpiece
Sword of Body and Mind,masterpiece
Sword of War and Peace,masterpiece
Trinisphere,masterpiece
Vedalken Shackles,masterpiece
Wurmcoil Engine,masterpiece
Planar Bridge,masterpiece
Paradox Engine,masterpiece